"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"1";"10344707";"Pcmtd1";"319263";"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1";-0,181928748685348;10,1375252482468;-2,64499323517443;0,0234907743284348;0,19074508754689;-3,62750726044725
"2";"10344725";"Adhfe1";"76187";"alcohol dehydrogenase, iron containing, 1";-0,0274074020732176;7,94794902292753;-0,108683955167897;0,915488973630442;0,979364785239143;-6,47165918806779
"3";"10344750";"Sgk3";"170755";"serum/glucocorticoid regulated kinase 3";-0,774898263092776;9,50478551187294;-7,97946872024938;8,57900384978179e-06;0,00504311129263676;4,04318672709777
"4";"10344817";"Cspp1";"211660";"centrosome and spindle pole associated protein 1";-0,0415149548361526;9,42641007101039;-0,382255592066783;0,709846042163726;0,913410240506062;-6,40039764062998
"5";"10344837";"Prex2";"109294";"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2";-0,164638465860032;8,29333688252286;-0,650007895961017;0,529561400562908;0,83619293959451;-6,25658160106712
"6";"10344897";"Sulf1";"240725";"sulfatase 1";-0,0396345683917181;7,00144754167415;-0,289853982786881;0,777535039411351;0,93307881887269;-6,43323489795257
"7";"10344924";"Xkr9";"381246";"X-linked Kx blood group related 9";-0,216781485032984;7,18159582626542;-1,7649019602502;0,106411678278225;0,416180290975854;-5,02320635490293
"8";"10344952";"Rdh10";"98711";"retinol dehydrogenase 10 (all-trans)";0,0734064290610821;11,2440566595235;0,349855893537566;0,733318406444738;0,918645457536636;-6,41291655653908
"9";"10345058";"Tmem14a";"75712";"transmembrane protein 14A";-0,0230681527324563;8,5423231719792;-0,160373615709743;0,875610666469381;0,970584748110238;-6,46423722606951
"10";"10345065";"Gsta3";"14859";"glutathione S-transferase, alpha 3";0,195379418548431;10,5285791674485;1,48115782500755;0,167749346245642;0,525835659170249;-5,4146773377007
"11";"10345074";"Cetn4";"207175";"centrin 4";0,142212834842228;5,52504963812608;0,916573829082855;0,379804625483788;0,742491708139531;-6,0461689595141
"12";"10345230";"Rab23";"19335";"RAB23, member RAS oncogene family";-0,184920194072903;9,23733478756172;-2,26145808496378;0,0459012101926946;0,272138604808511;-4,25946932101707
"13";"10345241";"Dst";"13518";"dystonin";0,0876581735018718;10,7575080925978;0,882567539091743;0,397098886803908;0,752652664975374;-6,07649833468179
"14";"10345423";"Plekhb2";"226971";"pleckstrin homology domain containing, family B (evectins) member 2";-0,637585584118096;10,3231528426677;-5,27561920102289;0,000299354324833509;0,0226849288802178;0,642729813583064
"15";"10345442";"Hs6st1";"50785";"heparan sulfate 6-O-sulfotransferase 1";-0,0969702636713485;10,4880750868424;-1,04460332634355;0,31950928490779;0,69639124470705;-5,92342068707998
"16";"10345445";"Arid5a";"214855";"AT rich interactive domain 5A (MRF1-like)";-0,00973443053187317;9,6618152274838;-0,0995520930234202;0,922562973281444;0,980662418581638;-6,47267477449784
"17";"10345482";"Cnnm4";"94220";"cyclin M4";-0,178513760100145;9,09713119539022;-2,38748762362754;0,03687378901262;0,243664686509175;-4,0546418290865
"18";"10345656";"Nms";"433292";"neuromedin S";0,271543330277316;6,92799002327549;2,95466766271095;0,0136311413874342;0,144417135554344;-3,10449813301887
"19";"10345675";"Npas2";"18143";"neuronal PAS domain protein 2";0,209249055956246;8,70815472801365;0,626322732078432;0,544392414206548;0,845925133601206;-6,27212998239057
"20";"10345715";"Map4k4";"26921";"mitogen-activated protein kinase kinase kinase kinase 4";-0,220096331252606;11,5252919894335;-2,636496145963;0,0238439768130568;0,192076479882958;-3,64174521899426
